@RELATION french

@ATTRIBUTE text   string
@ATTRIBUTE class  {CD,CI,DZ,FR,MA,SN}

@DATA
" « Par ailleurs, l’attitude de Kabund qui dit à qui veut l’entendre que Félix Tshisekedi lui doit son arrivée au pouvoir ne l’a pas beaucoup aidé.", CD
" Il a manqué de sagesse », révèle notre source.", CD
" Mais personne ne voyait venir la fin.", CD
" Une querelle banale entre des gardes de Jean-Marc Kabund et un élément de la Garde Présidentielle commis à la protection d’une « nièce » de Félix Tshisekedi à Kinshasa a précipité la chute de Kabund.", CD
" Le maître-nageur s’est finalement noyé.", CD
" « Après que les GR aient saccagé son domicile, Kabund n’a pas pris le temps de comprendre ce qui lui arrivait.", CD
" Il n’avait pas compris qu’une telle expédition ne pouvait se faire sans l’aval des dirigeants à la présidence.", CD
" Il a réagi en faisant copieusement chanter le Chef de sa démission.", CD
" Ce qui a scellé son sort », commente une autre source, cette fois à l’UDPS.", CD
" Jean-Marc Kabund a en effet annoncé sa démission de son poste de 1er vice-président de l’Assemblée nationale, depuis son compte Twitter.", CD
" Mais après quelques jours, il n’a pas daigné présenter celle-ci de manière formelle.", CD
" « Il y a eu une tentative de médiation.", CD
" Et autour de lui, Kabund a prétendu que ce tweet a été publié par son Responsable en communication sans son accord.", CD
" Mais en face, le Chef (de l’Etat) avait déjà scellé son sort », ajoute note source.", CD
" Dans les coulisses, des médiateurs ont tenté de calmer la situation.", CD
" Le député Alphonse Ngoy Kasanji notamment, accompagné de représentants du Groupe parlementaire des Députés ex-FCC s’est rendu au domicile de Kabund pour obtenir le retrait de sa démission.", CD
" « Mais à son retour, Ngoy Kasanji a subi des fortes pressions.", CD
" On lui a fait comprendre que Kabund faisait chanter le Chef de l’Etat en prétendant que c’est lui qui contrôle la majorité parlementaire de l’Union sacrée.", CD
" Et que sa présence au domicile de Kabund ne faisait que confirmer cette thèse », révèle une source à POLITICO.CD.", CD
" Quelques heures seulement après sa visite, Kasanji publie un deuxième tweet où il changement drastiquement de position et scelle le sort de Kabund.", CD
" Le 29 janvier, devant des dizaines de « combattants » au siège de l’UDPS à Kinshasa, c’est Victor Wakenda qui vient prendre sa revanche.", CD
" Il est à la tête d’une commission de discipline chargée de statuer sur le cas Kabund.", CD
" Et il ne fallait pas s’attendre à des surprises.", CD
" Jean-Marc Kabund est destitué de toutes ses fonctions.", CD
" Et pour porter l’estocade plus loin, le maître-nageur est exclu même de l’UDPS.", CD
" Le voilà, tel Ikar, après avoir volé trop peu du soleil, définitivement noyé dans une des plus vertigineuses chutes au pouvoir en RDC.", CD
" Soutenez POLITICO.CD!", CD
" Si vous appréciez le travail de POLITICO.CD, sachez que votre média ne vit que des contributions et des annonces publicitaires, qui lui permettent de sauvegarder son indépendance éditoriale et de continuer à fournir des enquêtes de qualité.", CD
" Dès lors, nous vous prions de faire un geste.", CD
" Chaque contribution, qu'elle soit petite ou grande, fait la différence.", CD
" Un fils de Jean-Marc Kabund « retrouvé pendu » dans sa chambre ", CD
" Un fils du Secrétaire général de l’UDPS âgé de 17 ans a été retrouvé pendu dans sa chambre à Kinshasa.", CD
" Jean-Marc Kabund n’était pas à son domicile situé dans le quartier Kingabwa, au centre de la capitale congolaise, au moment de l’événement.", CD
" C’est visiblement à la mi-journée que le Secrétaire général de l’UDPS a appris la triste nouvelle, alors qu’il tenait une conférence de presse au siège du parti.", CD
" Sans laisser afficher ses émotions, Jean-Marc Kabund a rapidement lu le communiqué de l’occasion, avant d’ajourner la séance des questions/réponses.", CD
" « Nous venions à peine d’apprendre la nouvelle, explique une source proche du Secrétaire général de l’UDPS, il était choqué, mais il a été courageux pour terminer la conférence« .", CD
" - Publicité- ", CD
" Selon les informations regroupées, rien ne laissait attendre à un tél événement.", CD
" Le jeune-homme dont notre source a refusé de nous donner le nom, n’était aucunement souffrant.", CD
" « Il n’était pas du tout malade.", CD
" Nous sommes très surpris par cette tragédie« , ajoute notre source qui a requis l’anonymat.", CD
" Nommé à la tête du parti par Étienne Tshisekedi l’année dernière, Jean Marc Kabund-a-Kabund, âgé de 36 ans, est un des fidèles qui se sont rangés derrière Félix Tshisekedi, après la scission du Rassemblement en mars dernier.", CD
" Le Secrétaire général de l’UDPS a plusieurs fois accusé les autorités de tracasserie à son égard.", CD
" Soutenez POLITICO.CD!", CD
" Si vous appréciez le travail de POLITICO.CD, sachez que votre média ne vit que des contributions et des annonces publicitaires, qui lui permettent de sauvegarder son indépendance éditoriale et de continuer à fournir des enquêtes de qualité.", CD
" Dès lors, nous vous prions de faire un geste.", CD
" Chaque contribution, qu'elle soit petite ou grande, fait la différence.", CD
" 27 Commentaires ", CD
" Agé de 36 ans avec un enfant de 17 ans?", CD
" Quelle a ete son enfance et l’adolescence….", CD
" chargement… ", CD
" Pour un congolais, c’est tout à fait normal.", CD
" 30% de jeunes congolais sont déjà Papa à 20 ans.", CD
" chargement… ", CD
" Tu ne pas sage 36 -17=19ans ce possible pour avoir un fils .", CD
" chargement… ", CD
" Qu’as-tu à foutre dans sa vie privée toi ?", CD
" chargement… ", CD
" Mr c’est ne pas le moment de poser des questions.quand il ya malheur dans la case du voisin on compatit ", CD
" chargement… ", CD
" J’ai eu mon fils à 20 ans.", CD
" Et j’étais marié.", CD
" Cela n’a rien à voir avec l’enfance de quelqu’un.", CD
" Il n’y a que les faucons et troubadours de la MP qui ont toujours des choses à dire.", CD
" Je me demande si ce n’est pas eux qui viennent de commettre ce forfait pour envoyer un message à Kabund.", CD
" Chaque chose en son temps.", CD
" C’est le temps de Kabila et ses faucons.", CD
" Le temps de Dieu est pour bientôt.", CD
" Il y a eu un temps pour Kassa-Vubu; un temps pour Mobutu; un temps pour Kabila dit Laurent-Désiré qui nous a amené les rwandais et ses enfants qui pillent le Congo.", CD
" Rien ne sert de courir.", CD
" Il n’y a eu aucun dictateur qui a joui de ses avoirs volés ou obtenus légalement.", CD
" Tous ont terminé dans un exil sombre, noir et les fonds ont été récupérés par les blancs, les mêmes blancs qui les avaient poussés à piller leurs pays.", CD
" Si le passé pouvait servir de leçon!", CD
" chargement… ", CD
" Je crois qu il est maladroit de tenir un tel raisonnement quand bien meme tu n es pas de son courant politique… Dieu nous demande de pleurer avec ceux qui pleurent.", CD
" Nos condoleances a la famille Kabund.", CD
" chargement… ", CD
" tu te crois vraiment intéressant et intelligent sur ton raisonnement Gauche.", CD
" chargement… ", CD
" Ça ne te regarde pas du tout!", CD
" Qui t’ a donné le devoir de contrôler les vies de gens?", CD
" Congolais mawa mingi vraiment ", CD
" chargement… ", CD
" Présentez plutôt vos condoléances au lieu de chercher quelle a été sa vie passée c’est vraiment triste pauvre congolais ", CD
" chargement… ", CD
" C’est sa vie privée s’il a eu un fils à 19 ans .Mais dis donc de quoi je me mêle.", CD
" chargement… ", CD
" Mes condoléances à Monsieur Kabund ainsi que sa famille .soyez fort dans cet épreuve comme vous l’avez tjr été dans cette période triste de notre histoire.", CD
" Soyez fortifié à travers ces quelques lignes, croyez moi , vous avez des compatriotes qui admirent votre courage à travers votre combat pour l’emergeance d’un état démocratique au Congo sur le terrain et dans la diaspora.", CD
" chargement… ", CD
" Je pense que c est Le moment de compatire, quant on pert un etre Cher Cela fait mal.", CD
" Mecondoleances Cher Kabund, Je sais que s est un evenement tres choquant perdre un jeune garçon de cet age, courage que Le Dieu de toute Eternite’ d assiste et te protege.", CD
" God bless ", CD
" chargement… ", CD
" Prêchez lui d’abord la repentance par rapport au mysticisme à ce kabund là.", CD
" Il leur est réclamé du sang.", CD
" Les 7 martyrs de l’udps ne suffisent déjà plus.", CD
" Et le 24 avril et 5 mai Bonjour le sang humain encore et à qui le prochain tour ?", CD
" Je dis à eux mêmes et même pas à leurs enfants et surtout pas aux enfants des autres !", CD
" Mawa mpo na bana.", CD
" To bondela pardon nzambe amema bango moko.", CD
" Ba felix ba Fayulu ba sessanga ba katumbi etc. ", CD
" chargement… ", CD
" Courage mon cher SG, l’ennemi de notre peuple vient une fois frapper à votre porte, le sang de notre fils à fleur d’âge criera vengeance au ciel.", CD
" Nous sommes de cœur avec toi.", CD
" chargement… ", CD
" Mes condoléances Les plus atriste cher JM Kabund.", CD
" Nous peuple congolais nous sommes conscients de tout ce que tu fais comme sacrifices pour libérer ce pays de la dictature.", CD
" Courage,Que Dieu te console.", CD
" chargement… ", CD
" Le malheur atteint souvent les justes … On est ensemble dans ce moment d’epreuve Mr KABUND.", CD
" chargement… ", CD
" Prêchez lui d’abord la repentance par rapport au mysticisme à ce kabund là.", CD
" Il leur est réclamé du sang.", CD
" Les 7 martyrs de l’udps ne suffisent déjà plus.", CD
" Et le 24 avril et 5 mai Bonjour le sang humain encore et à qui le prochain tour ?", CD
" Je dis à eux mêmes et même pas à leurs enfants et surtout pas aux enfants des autres !", CD
" Mawa mpo na bana.", CD
" To bondela pardon nzambe amema bango moko.", CD
" Ba felix ba Fayulu ba sessanga ba katumbi etc. ", CD
" chargement… ", CD
" Le congolais, à l’exception des vendus, est un peuple par nature pacifique.", CD
" Un enfant se pendre sans antécédents psychiatriques connus et sans aucune raison plausible est anormal.", CD
" Nous connaissons le nationalisme pur du SG Kabund et les menaces dont il est l’objet à cause de son noble idéal: ce geste horrible est sûrement celui des ennemis de notre Patrie.", CD
" La cause du SG Kabund qui est celle du peuple congolais est une cause juste, personne n’a jamais vaincu un peuple déterminé; mais de là, à pendre un enfant innocent de 17 ans dépasse tout entendement !", CD
" Ces étrangers sont venus pour nous exterminer, mais l’Éternel nous rendra justice.", CD
" Au SG Kabund, je présente mes condoléances patriotiques les plus attristées.", CD
" Courage, nous sommes ensemble dans la douleur coe dans la joie.", CD
" Ils paieront bientôt leur forfait .", CD
" chargement… ", CD
" nos condoléances .", CD
" chargement… ", CD
" Mes condoléances les plus émues à Jean-Marc Kabund.", CD
" chargement… ", CD
" cher sg prend courage sache que c’est le moment le plus sombre de la nuit que le jours s’annonce vraiment mon coeur seigne je compatis n’ose jamais te sentir seul ,la lumiere de la rdc c’est pour bientot a vous tout les combatants de la liberte je dis bonjour .L’eternel pt nous surprendre n’importe quand tous ce qu’il fait est juste et bon.mes cinceres condoleances a jean marc le fort.", CD
" chargement… ", CD
" Mes sincères condoléances à Monsieur Jean Marc Kabund ainsi qu’à sa famille.", CD
" Que l’âme du disparu repose en paix.", CD
" chargement… ", CD
" Repentez vous.", CD
" Tout vient de Dieu et Tout (argent, pouvoir, richesse, or, argent…) appartient à Dieu!", CD
" chargement… ", CD
" Mr Jean marc KABUND,juste apres ma connexion tout de suite j’apprend la mort de ton fils agee de 17 ans pendu personnellement je suis toucher par ce triste nouvel et te presente mes condoleance le plus attrister mais te demande que n’oublier la charge que tu as,juste l’Application de l’Accord du 31 decembre l’enfant est parti la ou nous irons tous mais ne soyer pas decourager par ceux viendra que voila kabund a sacrifier l’enfant pour le pouvoir mon Secretaire General de tallent merci.", CD
